query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
76,How many rows have tau2 greater than 3.286?,0.7715746304029494,"""The result is [DP]7068[/DP].""","""The result is 7067.67.""","""The result is 7068.0.""","""The result is 7074.21.""","""The result is 7059.0.""","""The result is [DP]5.471[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9796[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]343.4609[/DP].""","""The result is [DP]999.9991[/DP]."""
77,How many rows have g1 less than 0.438?,0.8993786248373329,"""The result is [DP]4084[/DP].""","""The result is 4083.66.""","""The result is 4084.0.""","""The result is 4087.54.""","""The result is 4091.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9959[/DP].""","""The result is [DP]2.7649[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9966[/DP]."""
78,How many rows have tau3 equal to 7.015?,0.45188719028566016,"""The result is [DP]0[/DP].""","""The result is 0.84.""","""The result is 0.""","""The result is 0.""","""The result is 15.0.""","""The result is [DP]0.0028[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0015[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0462[/DP]."""
79,How many rows have tau2 greater than 0.664?,0.18273699254356746,"""9827""","""9827""","""9827""","""9827""","""9827""","""991.7626""","""0.0""","""999.9953""","""1000.0""","""nan""","""999.9999"""
80,How many rows have p2 equal to -1.461?,0.794007125837763,"""The result is [DP]0[/DP].""","""The result is 1.46.""","""The result is 3.0.""","""The result is 0.""","""The result is 3.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0009[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0097[/DP]."""
81,How many rows have tau3 greater than 8.557?,0.21977188989255456,"""The result is [DP]1519[/DP].""","""The result is 1523.55.""","""The result is 1518.0.""","""The result is 1521.29.""","""The result is 1534.0.""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9988[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9994[/DP]."""
82,How many rows have g4 equal to 0.35?,0.794007125837763,"""0""","""0""","""0""","""0""","""0""","""27.7121""","""nan""","""0.0015""","""0.0556""","""nan""","""0.0005"""
83,How many rows have p1 greater than 4.223?,1.350541224549904,"""The result is [DP]2731[/DP].""","""The result is 2730.85.""","""The result is 2729.0.""","""The result is 2730.39.""","""The result is 2721.0.""","""The result is [DP]999.996[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9982[/DP].""","""The result is [DP]53.8228[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP]."""
84,How many rows have p4 less than -1.153?,0.918142078633442,"""The result is [DP]5647[/DP].""","""The result is 5647.46.""","""The result is 5648.0.""","""The result is 5648.82.""","""The result is 5644.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9923[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
85,How many rows have g4 less than 0.92?,0.9181457884751146,"""The result is [DP]9158[/DP].""","""The result is 9157.39.""","""The result is 9157.0.""","""The result is 9161.75.""","""The result is 9157.0.""","""The result is [DP]994.8801[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9997[/DP]."""
86,How many rows have g2 equal to 0.718?,0.21977188989255456,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 41.93.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0023[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP]."""
87,How many rows have p2 equal to -0.573?,0.9189598761607718,"""The result is [DP]0[/DP].""","""The result is 0.52.""","""The result is 0.""","""The result is 1.13.""","""The result is 6.0.""","""The result is [DP]0.0053[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0005[/DP].""","""The result is [DP]4.1242[/DP].""","""The result is [DP]402.2695[/DP].""","""The result is [DP]0.0016[/DP]."""
88,How many rows have p2 greater than -1.816?,0.5370197253372814,"""The result is [DP]8774[/DP].""","""The result is 8774.54.""","""The result is 8774.0.""","""The result is 8773.21.""","""The result is 8779.0.""","""The result is [DP]966.4599[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9931[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
89,How many rows have p4 equal to -1.531?,0.45188719028566016,"""The result is [DP]0[/DP].""","""The result is 8.15.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0001[/DP].""","""The result is [DP]996.1684[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0351[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0217[/DP]."""
90,How many rows have p4 greater than -1.116?,1.0368546195518356,"""4107""","""4107""","""4107""","""4107""","""4107""","""1000.0""","""0.0""","""999.9966""","""708.2106""","""424.2621""","""999.9538"""
91,How many rows have tau4 greater than 5.713?,0.23211822891717815,"""The result is [DP]4513[/DP].""","""The result is 4504.71.""","""The result is 4513.0.""","""The result is 4522.23.""","""The result is 4546.0.""","""The result is [DP]999.9996[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]4.3715[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9499[/DP]."""
92,How many rows have tau1 greater than 3.446?,0.18273699254356746,"""6899""","""6899""","""6899""","""6899""","""6899""","""1000.0""","""343.6463""","""999.9997""","""999.4628""","""0.0""","""999.9999"""
93,How many rows have p2 greater than -0.721?,0.8617224173568258,"""1473""","""1473""","""1473""","""1473""","""1473""","""8.3721""","""0.0""","""999.9999""","""992.2294""","""nan""","""999.9608"""
94,How many rows have tau1 greater than 5.177?,0.21977188989255456,"""The result is [DP]5077[/DP].""","""The result is 5080.92.""","""The result is 5077.0.""","""The result is 5038.55.""","""The result is 5103.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9872[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9595[/DP]."""
95,How many rows have g3 less than 0.176?,0.5226303807974494,"""The result is [DP]1327[/DP].""","""The result is 1329.08.""","""The result is 1328.0.""","""The result is 1324.06.""","""The result is 1333.0.""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]999.9287[/DP].""","""The result is [DP]571.1112[/DP].""","""The result is [DP]999.9999[/DP]."""
96,How many rows have tau3 less than 7.053?,0.45188719028566016,"""6898""","""6898""","""6898""","""6898""","""6898""","""999.9998""","""0.0""","""999.9959""","""1000.0""","""0.0""","""999.9874"""
97,How many rows have g1 greater than 0.481?,0.18273699254356746,"""5463""","""5463""","""5463""","""5463""","""5463""","""999.9999""","""0.0""","""999.9999""","""1000.0""","""0.0""","""999.9999"""
98,How many rows have g4 greater than 0.528?,0.5370197253372814,"""The result is [DP]4968[/DP].""","""The result is 4969.38.""","""The result is 4969.0.""","""The result is 4944.68.""","""The result is 4955.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9935[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9473[/DP]."""
99,How many rows have g2 less than 0.242?,0.8617224173568258,"""The result is [DP]2022[/DP].""","""The result is 2022.49.""","""The result is 2022.0.""","""The result is 2010.49.""","""The result is 2021.0.""","""The result is [DP]999.4156[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9924[/DP].""","""The result is [DP]999.9905[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9988[/DP]."""
100,How many rows have tau3 less than 5.692?,0.4216476246561033,"""The result is [DP]5466[/DP].""","""The result is 5466.36.""","""The result is 5465.0.""","""The result is 5466.56.""","""The result is 5466.0.""","""The result is [DP]999.9797[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]835.8975[/DP].""","""The result is [DP]999.9966[/DP]."""
101,How many rows have g4 less than 0.881?,0.45188719028566016,"""8747""","""8747""","""8747""","""8747""","""8747""","""999.9998""","""0.0""","""1000.0""","""999.8909""","""930.9598""","""999.9999"""
102,How many rows have g1 less than 0.489?,0.8617224173568258,"""The result is [DP]4621[/DP].""","""The result is 4621.61.""","""The result is 4621.0.""","""The result is 4625.38.""","""The result is 4612.0.""","""The result is [DP]999.9996[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9969[/DP].""","""The result is [DP]64.2105[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.992[/DP]."""
103,How many rows have tau4 greater than 2.832?,0.45188719028566016,"""The result is [DP]7546[/DP].""","""The result is 7549.0.""","""The result is 7546.0.""","""The result is 7547.54.""","""The result is 7546.0.""","""The result is [DP]999.9984[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]998.6647[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9998[/DP]."""
104,How many rows have p3 less than -1.949?,0.9145856197269706,"""The result is [DP]340[/DP].""","""The result is 339.85.""","""The result is 331.0.""","""The result is 342.02.""","""The result is 339.0.""","""The result is [DP]0.001[/DP].""","""The result is [DP]744.2315[/DP].""","""The result is [DP]218.6888[/DP].""","""The result is [DP]74.6777[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]30.6993[/DP]."""
105,How many rows have tau4 less than 9.178?,0.8617224173568258,"""The result is [DP]9134[/DP].""","""The result is 9134.38.""","""The result is 9133.0.""","""The result is 9131.58.""","""The result is 9139.0.""","""The result is [DP]999.9632[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]30.2556[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
106,How many rows have tau4 equal to 6.512?,0.918142078633442,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 2.1.""","""The result is 2.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP]."""
107,How many rows have tau3 less than 6.437?,0.794007125837763,"""The result is [DP]6250[/DP].""","""The result is 6248.31.""","""The result is 6250.0.""","""The result is 6251.58.""","""The result is 6262.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]990.4345[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.991[/DP]."""
108,How many rows have g4 less than 0.52?,0.794007125837763,"""The result is [DP]4947[/DP].""","""The result is 4946.75.""","""The result is 4948.0.""","""The result is 4947.93.""","""The result is 4945.0.""","""The result is [DP]999.1281[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9945[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP]."""
109,How many rows have g1 equal to 0.66?,0.18273699254356746,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 5.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]195.7939[/DP].""","""The result is [DP]0.0043[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0213[/DP]."""
110,How many rows have p3 equal to -0.882?,0.4216476246561033,"""The result is [DP]0[/DP].""","""The result is 0.88.""","""The result is 0.""","""The result is 4.01.""","""The result is 17.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0011[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0361[/DP]."""
111,How many rows have g1 equal to 0.105?,0.794007125837763,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 2.0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]70.8991[/DP].""","""The result is [DP]695.3541[/DP].""","""The result is [DP]0.0013[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0242[/DP]."""
112,How many rows have g2 less than 0.892?,0.23211822891717815,"""8863""","""8863""","""8863""","""8863""","""8863""","""999.9565""","""965.446""","""999.9994""","""1000.0""","""0.0""","""999.9988"""
113,How many rows have tau1 greater than 9.225?,0.918142078633442,"""The result is [DP]816[/DP].""","""The result is 818.45.""","""The result is 816.0.""","""The result is 821.4.""","""The result is 821.0.""","""The result is [DP]24.3311[/DP].""","""The result is [DP]971.1898[/DP].""","""The result is [DP]841.5412[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]475.1524[/DP]."""
114,How many rows have stabf equal to 'unstable'?,0.9145856197269706,"""The result is [DP]6380[/DP].""","""The result is 6379.17.""","""The result is 6379.0.""","""The result is 6378.29.""","""The result is 6379.0.""","""The result is [DP]999.7768[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]963.9068[/DP].""","""The result is [DP]999.9904[/DP]."""
115,How many rows have tau4 greater than 4.171?,0.9189598761607718,"""6135""","""6135""","""6135""","""6135""","""6135""","""999.0982""","""0.0""","""999.9994""","""1000.0""","""0.0""","""999.9998"""
116,How many rows have g3 equal to 0.525?,0.9145856197269706,"""0""","""0""","""0""","""0""","""0""","""0.0""","""nan""","""0.0003""","""0.0006""","""770.4123""","""0.0002"""
117,How many rows have tau3 greater than 1.844?,0.1,"""The result is [DP]8586[/DP].""","""The result is 8544.99.""","""The result is 8586.0.""","""The result is 8553.25.""","""The result is 8568.0.""","""The result is [DP]999.9989[/DP].""","""The result is [DP]937.002[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]304.7384[/DP].""","""The result is [DP]999.9994[/DP]."""
118,How many rows have p3 less than -1.712?,0.5370197253372814,"""The result is [DP]1920[/DP].""","""The result is 1919.79.""","""The result is 1920.0.""","""The result is 1917.63.""","""The result is 1918.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]991.5496[/DP].""","""The result is [DP]443.5793[/DP].""","""The result is [DP]999.9969[/DP]."""
119,How many rows have p3 greater than -1.748?,0.918142078633442,"""The result is [DP]8320[/DP].""","""The result is 8322.25.""","""The result is 8322.0.""","""The result is 8322.5.""","""The result is 8315.0.""","""The result is [DP]10.4933[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]5.309[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9994[/DP]."""
120,How many rows have tau3 less than 8.193?,1.1038400552956573,"""The result is [DP]8098[/DP].""","""The result is 8096.82.""","""The result is 8095.0.""","""The result is 8096.57.""","""The result is 8107.0.""","""The result is [DP]463.2338[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]999.9351[/DP].""","""The result is [DP]537.4145[/DP].""","""The result is [DP]999.9995[/DP]."""
121,How many rows have tau1 greater than 1.781?,0.18273699254356746,"""The result is [DP]8652[/DP].""","""The result is 8649.58.""","""The result is 8651.0.""","""The result is 8637.34.""","""The result is 8616.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9989[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP]."""
122,How many rows have tau4 less than 4.398?,0.918142078633442,"""The result is [DP]4103[/DP].""","""The result is 4103.5.""","""The result is 4100.0.""","""The result is 4105.39.""","""The result is 4102.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]999.8513[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9612[/DP]."""
123,How many rows have g3 greater than 0.471?,0.23211822891717815,"""The result is [DP]5569[/DP].""","""The result is 5572.57.""","""The result is 5570.0.""","""The result is 5550.96.""","""The result is 5603.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9994[/DP].""","""The result is [DP]77.7423[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9985[/DP]."""
124,How many rows have tau2 equal to 9.425?,0.9181457884751146,"""The result is [DP]0[/DP].""","""The result is 2.93.""","""The result is 0.""","""The result is 0.""","""The result is 1.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0012[/DP]."""
125,How many rows have tau1 equal to 2.304?,0.8993786248373329,"""0""","""0""","""0""","""0""","""0""","""0.0""","""385.0452""","""0.0011""","""0.0005""","""nan""","""0.0"""
126,How many rows have p1 less than 5.175?,0.45188719028566016,"""The result is [DP]9727[/DP].""","""The result is 9727.61.""","""The result is 9729.0.""","""The result is 9719.42.""","""The result is 9742.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]948.4096[/DP].""","""The result is [DP]999.9904[/DP].""","""The result is [DP]999.2986[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
127,How many rows have p4 less than -1.44?,0.918142078633442,"""The result is [DP]3733[/DP].""","""The result is 3732.0.""","""The result is 3733.0.""","""The result is 3745.82.""","""The result is 3725.0.""","""The result is [DP]999.9991[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9872[/DP].""","""The result is [DP]968.1715[/DP].""","""The result is [DP]970.52[/DP].""","""The result is [DP]999.9986[/DP]."""
128,How many rows have p3 equal to -1.04?,0.9181457884751146,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0005[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0003[/DP]."""
129,How many rows have tau4 greater than 0.791?,1.1038400552956573,"""The result is [DP]9693[/DP].""","""The result is 9692.21.""","""The result is 9693.0.""","""The result is 9699.56.""","""The result is 9694.0.""","""The result is [DP]5.5839[/DP].""","""The result is [DP]414.7806[/DP].""","""The result is [DP]999.9947[/DP].""","""The result is [DP]2.2298[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9929[/DP]."""
130,How many rows have g3 less than 0.773?,0.918142078633442,"""The result is [DP]7611[/DP].""","""The result is 7610.93.""","""The result is 7615.0.""","""The result is 7609.54.""","""The result is 7612.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]892.5619[/DP].""","""The result is [DP]999.9969[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP]."""
131,How many rows have tau4 equal to 4.07?,1.0368546195518356,"""The result is [DP]0[/DP].""","""The result is 0.08.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0008[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0061[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0466[/DP]."""
132,How many rows have g2 less than 0.077?,0.5370197253372814,"""285""","""285""","""285""","""285""","""285""","""999.7401""","""nan""","""260.7089""","""999.9967""","""798.94""","""863.6106"""
133,How many rows have p3 less than -0.962?,0.1,"""The result is [DP]6920[/DP].""","""The result is 6908.8.""","""The result is 6921.0.""","""The result is 6947.87.""","""The result is 6853.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]509.4732[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]391.5937[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9996[/DP]."""
134,How many rows have p1 less than 4.339?,0.23211822891717815,"""7712""","""7712""","""7712""","""7712""","""7712""","""999.001""","""0.0""","""999.9989""","""957.5653""","""nan""","""999.9982"""
135,How many rows have p3 equal to -1.411?,0.18273699254356746,"""The result is [DP]0[/DP].""","""The result is 0.99.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0011[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0002[/DP]."""
136,How many rows have p2 equal to -1.882?,0.8617224173568258,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]425.7422[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]429.3866[/DP].""","""The result is [DP]0.0057[/DP]."""
137,How many rows have g4 less than 0.302?,0.18273699254356746,"""The result is [DP]2652[/DP].""","""The result is 2651.17.""","""The result is 2652.0.""","""The result is 2627.54.""","""The result is 2673.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9686[/DP]."""
138,How many rows have g1 equal to 0.407?,0.8617224173568258,"""The result is [DP]0[/DP].""","""The result is 1.03.""","""The result is 0.""","""The result is 0.""","""The result is 2.0.""","""The result is [DP]0.0044[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0011[/DP]."""
139,How many rows have p4 equal to -1.48?,0.23211822891717815,"""0""","""0""","""0""","""0""","""0""","""0.0""","""138.9501""","""0.0003""","""0.1536""","""nan""","""0.0003"""
140,How many rows have p4 less than -1.805?,0.794007125837763,"""The result is [DP]1300[/DP].""","""The result is 1300.74.""","""The result is 1301.0.""","""The result is 1293.75.""","""The result is 1289.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]494.7178[/DP].""","""The result is [DP]999.9888[/DP]."""
141,How many rows have p1 greater than 4.413?,0.8617224173568258,"""The result is [DP]1992[/DP].""","""The result is 1991.35.""","""The result is 1993.0.""","""The result is 1984.06.""","""The result is 1988.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]189.2161[/DP].""","""The result is [DP]999.998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9513[/DP]."""
142,How many rows have tau2 greater than 9.921?,0.794007125837763,"""83""","""83""","""83""","""83""","""83""","""999.9956""","""nan""","""157.2916""","""980.0543""","""0.0""","""285.0953"""
143,How many rows have p2 greater than -1.172?,0.21977188989255456,"""The result is [DP]4480[/DP].""","""The result is 4480.22.""","""The result is 4480.0.""","""The result is 4461.36.""","""The result is 4483.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP]."""
144,How many rows have g2 less than 0.33?,0.4216476246561033,"""The result is [DP]2947[/DP].""","""The result is 2939.03.""","""The result is 2947.0.""","""The result is 2933.95.""","""The result is 2949.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]828.9114[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.998[/DP]."""
145,How many rows have p1 greater than 3.03?,0.794007125837763,"""The result is [DP]8216[/DP].""","""The result is 8215.93.""","""The result is 8216.0.""","""The result is 8215.13.""","""The result is 8208.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9988[/DP].""","""The result is [DP]27.2953[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9963[/DP]."""
146,How many rows have tau2 equal to 1.564?,1.1038400552956573,"""0""","""0""","""0""","""0""","""0""","""18.8052""","""980.5718""","""0.0011""","""0.0""","""744.0371""","""0.0004"""
147,How many rows have g3 less than 0.111?,1.350541224549904,"""The result is [DP]642[/DP].""","""The result is 642.09.""","""The result is 646.0.""","""The result is 644.75.""","""The result is 646.0.""","""The result is [DP]2.8218[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]526.8622[/DP].""","""The result is [DP]49.2038[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]50.4615[/DP]."""
148,How many rows have p4 equal to -1.8?,0.8617224173568258,"""The result is [DP]0[/DP].""","""The result is 0.87.""","""The result is 1.0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0017[/DP].""","""The result is [DP]0.0089[/DP].""","""The result is [DP]214.4278[/DP].""","""The result is [DP]0.0028[/DP]."""
149,How many rows have tau3 less than 1.762?,0.9181457884751146,"""1328""","""1328""","""1328""","""1328""","""1328""","""999.9998""","""nan""","""999.9998""","""999.9984""","""nan""","""999.9762"""
150,How many rows have p3 less than -0.869?,0.7715746304029494,"""The result is [DP]7540[/DP].""","""The result is 7539.32.""","""The result is 7540.0.""","""The result is 7541.45.""","""The result is 7542.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9979[/DP].""","""The result is [DP]755.9883[/DP].""","""The result is [DP]556.8893[/DP].""","""The result is [DP]999.9998[/DP]."""
151,How many rows have tau4 greater than 2.664?,0.7715746304029494,"""The result is [DP]7723[/DP].""","""The result is 7722.79.""","""The result is 7723.0.""","""The result is 7726.89.""","""The result is 7733.0.""","""The result is [DP]999.9861[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP]."""
152,How many rows have tau1 greater than 2.665?,0.5370197253372814,"""The result is [DP]7721[/DP].""","""The result is 7722.31.""","""The result is 7722.0.""","""The result is 7724.69.""","""The result is 7723.0.""","""The result is [DP]999.7431[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9974[/DP].""","""The result is [DP]782.1434[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9998[/DP]."""
153,How many rows have tau3 greater than 2.869?,0.918142078633442,"""The result is [DP]7506[/DP].""","""The result is 7505.83.""","""The result is 7505.0.""","""The result is 7502.0.""","""The result is 7500.0.""","""The result is [DP]999.9933[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9848[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]944.2407[/DP].""","""The result is [DP]999.9566[/DP]."""
