query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
73,How many rows have p1 less than 4.294?,0.794007125837763,"""The result is [DP]7548[/DP].""","""The result is 7548.83.""","""The result is 7548.0.""","""The result is 7546.38.""","""The result is 7547.0.""","""The result is [DP]999.9857[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]815.1577[/DP].""","""The result is [DP]999.9995[/DP]."""
74,How many rows have p3 less than -1.386?,0.9145856197269706,"""The result is [DP]4094[/DP].""","""The result is 4096.44.""","""The result is 4090.0.""","""The result is 4099.85.""","""The result is 4089.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
75,How many rows have p3 equal to -1.031?,0.8993786248373329,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 3.0.""","""The result is [DP]0.7437[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0008[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0003[/DP]."""
76,How many rows have tau2 greater than 3.286?,0.8617224173568258,"""The result is [DP]7068[/DP].""","""The result is 7068.55.""","""The result is 7068.0.""","""The result is 7067.24.""","""The result is 7077.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9808[/DP]."""
77,How many rows have g1 less than 0.438?,1.1038400552956573,"""The result is [DP]4084[/DP].""","""The result is 4083.58.""","""The result is 4090.0.""","""The result is 4080.43.""","""The result is 4091.0.""","""The result is [DP]997.415[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.995[/DP].""","""The result is [DP]243.8806[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.998[/DP]."""
78,How many rows have tau3 equal to 7.015?,0.25312319302722175,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 19.89.""","""The result is 0.""","""The result is [DP]21.6011[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0052[/DP].""","""The result is [DP]6.3387[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0035[/DP]."""
79,How many rows have tau2 greater than 0.664?,1.1038400552956573,"""The result is [DP]9827[/DP].""","""The result is 9828.31.""","""The result is 9819.0.""","""The result is 9828.6.""","""The result is 9828.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9925[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
80,How many rows have p2 equal to -1.461?,0.21977188989255456,"""The result is [DP]0[/DP].""","""The result is 2.94.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0014[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP]."""
81,How many rows have tau3 greater than 8.557?,1.1038400552956573,"""The result is [DP]1519[/DP].""","""The result is 1519.56.""","""The result is 1519.0.""","""The result is 1523.82.""","""The result is 1514.0.""","""The result is [DP]998.6898[/DP].""","""The result is [DP]470.3257[/DP].""","""The result is [DP]999.9979[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]614.4753[/DP].""","""The result is [DP]999.9978[/DP]."""
82,How many rows have g4 equal to 0.35?,0.8617224173568258,"""The result is [DP]0[/DP].""","""The result is 0.82.""","""The result is 0.""","""The result is 0.""","""The result is 3.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]507.0147[/DP].""","""The result is [DP]0.0004[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0004[/DP]."""
83,How many rows have p1 greater than 4.223?,0.794007125837763,"""2731""","""2731""","""2731""","""2731""","""2731""","""1000.0""","""104.6661""","""999.9994""","""936.192""","""745.7058""","""999.9465"""
84,How many rows have p4 less than -1.153?,0.21977188989255456,"""The result is [DP]5647[/DP].""","""The result is 5640.13.""","""The result is 5647.0.""","""The result is 5631.32.""","""The result is 5674.0.""","""The result is [DP]999.9951[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]993.4078[/DP].""","""The result is [DP]830.2522[/DP].""","""The result is [DP]999.9969[/DP]."""
85,How many rows have g4 less than 0.92?,1.350541224549904,"""The result is [DP]9158[/DP].""","""The result is 9158.07.""","""The result is 9155.0.""","""The result is 9163.01.""","""The result is 9158.0.""","""The result is [DP]999.992[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]4.8939[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9995[/DP]."""
86,How many rows have g2 equal to 0.718?,0.1,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 11.0.""","""The result is [DP]0.0035[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0004[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0013[/DP]."""
87,How many rows have p2 equal to -0.573?,0.918142078633442,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 4.0.""","""The result is 0.""","""The result is 7.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0006[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0045[/DP]."""
88,How many rows have p2 greater than -1.816?,0.9189598761607718,"""The result is [DP]8774[/DP].""","""The result is 8771.44.""","""The result is 8774.0.""","""The result is 8768.75.""","""The result is 8769.0.""","""The result is [DP]999.4072[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]999.9989[/DP].""","""The result is [DP]894.7869[/DP].""","""The result is [DP]999.9973[/DP]."""
89,How many rows have p4 equal to -1.531?,0.23211822891717815,"""The result is [DP]0[/DP].""","""The result is 4.52.""","""The result is 0.""","""The result is 0.""","""The result is 2.0.""","""The result is [DP]0.0026[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0013[/DP].""","""The result is [DP]17.4932[/DP].""","""The result is [DP]612.1173[/DP].""","""The result is [DP]0.0005[/DP]."""
90,How many rows have p4 greater than -1.116?,0.4216476246561033,"""4107""","""4107""","""4107""","""4107""","""4107""","""999.9883""","""723.24""","""999.9997""","""992.9964""","""622.2307""","""999.9999"""
91,How many rows have tau4 greater than 5.713?,0.7715746304029494,"""The result is [DP]4513[/DP].""","""The result is 4511.89.""","""The result is 4516.0.""","""The result is 4520.77.""","""The result is 4514.0.""","""The result is [DP]999.7781[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9936[/DP]."""
92,How many rows have tau1 greater than 3.446?,0.21977188989255456,"""6899""","""6899""","""6899""","""6899""","""6899""","""999.9998""","""918.9725""","""999.9993""","""999.9575""","""nan""","""999.9997"""
93,How many rows have p2 greater than -0.721?,0.18273699254356746,"""The result is [DP]1473[/DP].""","""The result is 1476.3.""","""The result is 1473.0.""","""The result is 1498.97.""","""The result is 1420.0.""","""The result is [DP]990.9646[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]962.1701[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.999[/DP]."""
94,How many rows have tau1 greater than 5.177?,0.1,"""The result is [DP]5077[/DP].""","""The result is 5087.16.""","""The result is 5078.0.""","""The result is 4949.95.""","""The result is 5068.0.""","""The result is [DP]999.857[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
95,How many rows have g3 less than 0.176?,0.9181457884751146,"""The result is [DP]1327[/DP].""","""The result is 1326.42.""","""The result is 1327.0.""","""The result is 1323.53.""","""The result is 1326.0.""","""The result is [DP]999.946[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9951[/DP].""","""The result is [DP]932.7949[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9922[/DP]."""
96,How many rows have tau3 less than 7.053?,0.9145856197269706,"""The result is [DP]6898[/DP].""","""The result is 6895.15.""","""The result is 6893.0.""","""The result is 6900.58.""","""The result is 6898.0.""","""The result is [DP]999.9962[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9861[/DP].""","""The result is [DP]821.6069[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9715[/DP]."""
97,How many rows have g1 greater than 0.481?,0.8993786248373329,"""5463""","""5463""","""5463""","""5463""","""5463""","""999.7324""","""958.384""","""999.9998""","""999.6291""","""0.0""","""999.9998"""
98,How many rows have g4 greater than 0.528?,0.8993786248373329,"""The result is [DP]4968[/DP].""","""The result is 4969.94.""","""The result is 4967.0.""","""The result is 4968.05.""","""The result is 4966.0.""","""The result is [DP]999.7879[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9975[/DP].""","""The result is [DP]999.9978[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
99,How many rows have g2 less than 0.242?,0.5226303807974494,"""The result is [DP]2022[/DP].""","""The result is 2017.76.""","""The result is 2020.0.""","""The result is 2038.96.""","""The result is 2013.0.""","""The result is [DP]999.9988[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.994[/DP]."""
100,How many rows have tau3 less than 5.692?,0.9145856197269706,"""5466""","""5466""","""5466""","""5466""","""5466""","""999.9983""","""0.0""","""999.9676""","""2.536""","""947.2172""","""999.9495"""
101,How many rows have g4 less than 0.881?,1.350541224549904,"""8747""","""8747""","""8747""","""8747""","""8747""","""995.4944""","""nan""","""999.9988""","""1000.0""","""nan""","""999.9875"""
102,How many rows have g1 less than 0.489?,0.9145856197269706,"""4621""","""4621""","""4621""","""4621""","""4621""","""999.9998""","""nan""","""999.9969""","""999.9995""","""0.0""","""999.9773"""
103,How many rows have tau4 greater than 2.832?,0.8617224173568258,"""The result is [DP]7546[/DP].""","""The result is 7544.99.""","""The result is 7543.0.""","""The result is 7550.65.""","""The result is 7550.0.""","""The result is [DP]5.0017[/DP].""","""The result is [DP]647.9532[/DP].""","""The result is [DP]999.9937[/DP].""","""The result is [DP]999.9157[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
104,How many rows have p3 less than -1.949?,0.5370197253372814,"""340""","""340""","""340""","""340""","""340""","""38.552""","""0.0""","""907.3672""","""9.0874""","""0.0""","""19.9207"""
105,How many rows have tau4 less than 9.178?,0.8993786248373329,"""The result is [DP]9134[/DP].""","""The result is 9133.15.""","""The result is 9139.0.""","""The result is 9131.89.""","""The result is 9128.0.""","""The result is [DP]999.9989[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9723[/DP].""","""The result is [DP]98.5619[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9973[/DP]."""
106,How many rows have tau4 equal to 6.512?,0.21977188989255456,"""The result is [DP]0[/DP].""","""The result is 0.81.""","""The result is 0.""","""The result is 25.15.""","""The result is 16.0.""","""The result is [DP]0.0002[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0034[/DP].""","""The result is [DP]346.1405[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP]."""
107,How many rows have tau3 less than 6.437?,0.8993786248373329,"""The result is [DP]6250[/DP].""","""The result is 6251.03.""","""The result is 6248.0.""","""The result is 6247.23.""","""The result is 6250.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9988[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9949[/DP]."""
108,How many rows have g4 less than 0.52?,0.4216476246561033,"""The result is [DP]4947[/DP].""","""The result is 4946.93.""","""The result is 4947.0.""","""The result is 4942.76.""","""The result is 4950.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9985[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9546[/DP]."""
109,How many rows have g1 equal to 0.66?,0.794007125837763,"""The result is [DP]0[/DP].""","""The result is 0.94.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0016[/DP].""","""The result is [DP]997.1276[/DP].""","""The result is [DP]643.3681[/DP].""","""The result is [DP]0.0441[/DP]."""
110,How many rows have p3 equal to -0.882?,0.794007125837763,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.95.""","""The result is 0.""","""The result is [DP]0.0289[/DP].""","""The result is [DP]429.0236[/DP].""","""The result is [DP]0.0009[/DP].""","""The result is [DP]11.2509[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0006[/DP]."""
111,How many rows have g1 equal to 0.105?,0.7715746304029494,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 10.28.""","""The result is 2.0.""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0019[/DP].""","""The result is [DP]0.0843[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0[/DP]."""
112,How many rows have g2 less than 0.892?,0.1,"""The result is [DP]8863[/DP].""","""The result is 8857.73.""","""The result is 8863.0.""","""The result is 8795.53.""","""The result is 8883.0.""","""The result is [DP]905.8817[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
113,How many rows have tau1 greater than 9.225?,0.18273699254356746,"""The result is [DP]816[/DP].""","""The result is 813.34.""","""The result is 816.0.""","""The result is 849.63.""","""The result is 757.0.""","""The result is [DP]883.2933[/DP].""","""The result is [DP]638.8686[/DP].""","""The result is [DP]978.2642[/DP].""","""The result is [DP]999.9864[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]951.8284[/DP]."""
114,How many rows have stabf equal to 'unstable'?,1.1038400552956573,"""The result is [DP]6380[/DP].""","""The result is 6376.76.""","""The result is 6377.0.""","""The result is 6373.63.""","""The result is 6372.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]714.9685[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
115,How many rows have tau4 greater than 4.171?,1.1038400552956573,"""The result is [DP]6135[/DP].""","""The result is 6134.81.""","""The result is 6135.0.""","""The result is 6137.23.""","""The result is 6135.0.""","""The result is [DP]643.6884[/DP].""","""The result is [DP]798.5569[/DP].""","""The result is [DP]999.9991[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.991[/DP]."""
116,How many rows have g3 equal to 0.525?,0.1,"""0""","""0""","""0""","""0""","""0""","""0.007""","""361.8372""","""0.0023""","""0.0""","""nan""","""0.0001"""
117,How many rows have tau3 greater than 1.844?,0.9145856197269706,"""The result is [DP]8586[/DP].""","""The result is 8586.37.""","""The result is 8590.0.""","""The result is 8590.32.""","""The result is 8575.0.""","""The result is [DP]999.9902[/DP].""","""The result is [DP]855.6554[/DP].""","""The result is [DP]999.9982[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9992[/DP]."""
118,How many rows have p3 less than -1.712?,0.5226303807974494,"""The result is [DP]1920[/DP].""","""The result is 1921.28.""","""The result is 1920.0.""","""The result is 1907.29.""","""The result is 1920.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]748.8667[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]999.5792[/DP].""","""The result is [DP]212.0675[/DP].""","""The result is [DP]1000.0[/DP]."""
119,How many rows have p3 greater than -1.748?,1.1038400552956573,"""The result is [DP]8320[/DP].""","""The result is 8319.72.""","""The result is 8321.0.""","""The result is 8313.58.""","""The result is 8313.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.999[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9998[/DP]."""
120,How many rows have tau3 less than 8.193?,1.0368546195518356,"""The result is [DP]8098[/DP].""","""The result is 8097.03.""","""The result is 8092.0.""","""The result is 8102.87.""","""The result is 8097.0.""","""The result is [DP]999.9994[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.996[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
121,How many rows have tau1 greater than 1.781?,0.794007125837763,"""The result is [DP]8652[/DP].""","""The result is 8652.36.""","""The result is 8652.0.""","""The result is 8649.3.""","""The result is 8654.0.""","""The result is [DP]244.9999[/DP].""","""The result is [DP]927.3803[/DP].""","""The result is [DP]999.9968[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9958[/DP]."""
122,How many rows have tau4 less than 4.398?,0.25312319302722175,"""The result is [DP]4103[/DP].""","""The result is 4102.43.""","""The result is 4103.0.""","""The result is 4102.16.""","""The result is 4089.0.""","""The result is [DP]999.978[/DP].""","""The result is [DP]863.0043[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]924.8928[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9841[/DP]."""
123,How many rows have g3 greater than 0.471?,0.8617224173568258,"""The result is [DP]5569[/DP].""","""The result is 5568.19.""","""The result is 5571.0.""","""The result is 5576.36.""","""The result is 5567.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9952[/DP].""","""The result is [DP]49.3826[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
124,How many rows have tau2 equal to 9.425?,0.18273699254356746,"""The result is [DP]0[/DP].""","""The result is 3.35.""","""The result is 0.""","""The result is 0.""","""The result is 21.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]0.0008[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0098[/DP]."""
125,How many rows have tau1 equal to 2.304?,0.21977188989255456,"""0""","""0""","""0""","""0""","""0""","""54.7783""","""nan""","""0.0009""","""358.99""","""nan""","""0.0001"""
126,How many rows have p1 less than 5.175?,0.9145856197269706,"""The result is [DP]9727[/DP].""","""The result is 9727.74.""","""The result is 9727.0.""","""The result is 9721.49.""","""The result is 9725.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]758.3273[/DP].""","""The result is [DP]999.9989[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
127,How many rows have p4 less than -1.44?,0.5226303807974494,"""The result is [DP]3733[/DP].""","""The result is 3734.33.""","""The result is 3732.0.""","""The result is 3746.9.""","""The result is 3741.0.""","""The result is [DP]999.9629[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]985.7624[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9865[/DP]."""
128,How many rows have p3 equal to -1.04?,0.5226303807974494,"""The result is [DP]0[/DP].""","""The result is 2.01.""","""The result is 0.""","""The result is 0.""","""The result is 2.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0097[/DP]."""
129,How many rows have tau4 greater than 0.791?,0.23211822891717815,"""The result is [DP]9693[/DP].""","""The result is 9689.75.""","""The result is 9694.0.""","""The result is 9690.68.""","""The result is 9699.0.""","""The result is [DP]999.9508[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.983[/DP]."""
130,How many rows have g3 less than 0.773?,0.9181457884751146,"""The result is [DP]7611[/DP].""","""The result is 7608.93.""","""The result is 7606.0.""","""The result is 7615.5.""","""The result is 7611.0.""","""The result is [DP]994.7519[/DP].""","""The result is [DP]613.1109[/DP].""","""The result is [DP]999.9981[/DP].""","""The result is [DP]998.6425[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9971[/DP]."""
131,How many rows have tau4 equal to 4.07?,0.9145856197269706,"""The result is [DP]0[/DP].""","""The result is 2.18.""","""The result is 0.""","""The result is 2.25.""","""The result is 0.""","""The result is [DP]0.0072[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0005[/DP].""","""The result is [DP]930.775[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0006[/DP]."""
132,How many rows have g2 less than 0.077?,0.794007125837763,"""285""","""285""","""285""","""285""","""285""","""964.2189""","""745.2975""","""354.4845""","""0.0013""","""0.0""","""34.2103"""
133,How many rows have p3 less than -0.962?,0.5370197253372814,"""The result is [DP]6920[/DP].""","""The result is 6916.75.""","""The result is 6920.0.""","""The result is 6927.13.""","""The result is 6927.0.""","""The result is [DP]995.8773[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]523.3271[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.962[/DP]."""
134,How many rows have p1 less than 4.339?,0.9181457884751146,"""The result is [DP]7712[/DP].""","""The result is 7712.61.""","""The result is 7717.0.""","""The result is 7708.01.""","""The result is 7718.0.""","""The result is [DP]999.9998[/DP].""","""The result is [DP]686.2371[/DP].""","""The result is [DP]999.9991[/DP].""","""The result is [DP]859.6607[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
135,How many rows have p3 equal to -1.411?,1.1038400552956573,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 2.0.""","""The result is 0.""","""The result is 2.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]671.8376[/DP].""","""The result is [DP]0.0007[/DP].""","""The result is [DP]98.2797[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0058[/DP]."""
136,How many rows have p2 equal to -1.882?,1.0368546195518356,"""The result is [DP]0[/DP].""","""The result is 0.07.""","""The result is 0.""","""The result is 3.42.""","""The result is 0.""","""The result is [DP]0.0033[/DP].""","""The result is [DP]655.7008[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]988.495[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0391[/DP]."""
137,How many rows have g4 less than 0.302?,0.9145856197269706,"""The result is [DP]2652[/DP].""","""The result is 2651.72.""","""The result is 2651.0.""","""The result is 2652.2.""","""The result is 2641.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]999.9921[/DP].""","""The result is [DP]797.5106[/DP].""","""The result is [DP]999.9996[/DP]."""
138,How many rows have g1 equal to 0.407?,0.21977188989255456,"""The result is [DP]0[/DP].""","""The result is 11.3.""","""The result is 0.""","""The result is 0.""","""The result is 1.0.""","""The result is [DP]0.0011[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0007[/DP].""","""The result is [DP]57.804[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0026[/DP]."""
139,How many rows have p4 equal to -1.48?,1.1038400552956573,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 7.0.""","""The result is [DP]0.3645[/DP].""","""The result is [DP]547.6002[/DP].""","""The result is [DP]0.0142[/DP].""","""The result is [DP]992.8[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP]."""
140,How many rows have p4 less than -1.805?,0.45188719028566016,"""The result is [DP]1300[/DP].""","""The result is 1300.18.""","""The result is 1300.0.""","""The result is 1289.64.""","""The result is 1287.0.""","""The result is [DP]999.9345[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]952.0493[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
141,How many rows have p1 greater than 4.413?,0.794007125837763,"""The result is [DP]1992[/DP].""","""The result is 1992.68.""","""The result is 1993.0.""","""The result is 1989.06.""","""The result is 1993.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]961.7109[/DP].""","""The result is [DP]999.9998[/DP]."""
142,How many rows have tau2 greater than 9.921?,0.9189598761607718,"""The result is [DP]83[/DP].""","""The result is 83.57.""","""The result is 87.0.""","""The result is 84.02.""","""The result is 90.0.""","""The result is [DP]268.3591[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]16.195[/DP].""","""The result is [DP]0.0139[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]5.4666[/DP]."""
143,How many rows have p2 greater than -1.172?,0.5370197253372814,"""The result is [DP]4480[/DP].""","""The result is 4474.21.""","""The result is 4476.0.""","""The result is 4490.48.""","""The result is 4468.0.""","""The result is [DP]57.7697[/DP].""","""The result is [DP]940.0265[/DP].""","""The result is [DP]999.9936[/DP].""","""The result is [DP]999.9648[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
144,How many rows have g2 less than 0.33?,0.25312319302722175,"""The result is [DP]2947[/DP].""","""The result is 2951.26.""","""The result is 2946.0.""","""The result is 2943.46.""","""The result is 2954.0.""","""The result is [DP]142.8661[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.993[/DP].""","""The result is [DP]987.2691[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9989[/DP]."""
145,How many rows have p1 greater than 3.03?,0.794007125837763,"""The result is [DP]8216[/DP].""","""The result is 8215.08.""","""The result is 8216.0.""","""The result is 8218.96.""","""The result is 8226.0.""","""The result is [DP]453.1184[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9912[/DP].""","""The result is [DP]999.9632[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP]."""
146,How many rows have tau2 equal to 1.564?,1.1038400552956573,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 4.0.""","""The result is 5.18.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0068[/DP].""","""The result is [DP]0.001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0005[/DP]."""
